,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,Genes,URL
,0.025967565595614,3,177,19.4177467597208,Skeletal system morphogenesis, palld  pld1a  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,177,19.4177467597208,Skeletal tissue, palld  hoxc8a  pdlim7,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,184,18.6790281329923,Spinal cord interneuron, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,186,18.4781783681214,Striated muscle cell differentiation, palld  myo18ab  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,168,20.4579831932773,Somite 1, mapk14a  pld1a  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,133,25.8416629809819,WP215 Noncanonical Wnt Pathway, wif1  fzd8a  dvl2,http://www.wikipathways.org/instance/WP215_r95547
,0.025967565595614,3,150,22.9129411764706,WP566 Canonical wnt signaling, wif1  fzd8a  dvl2,http://www.wikipathways.org/instance/WP566_r96484
,0.025967565595614,3,181,18.9886252843679,Cerebellar crest, mthfd1l  hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,159,21.6159822419534,Diencephalon, ldb2a  gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,185,18.5780604133545,Dorsal telencephalon, ldb2a  gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,159,21.6159822419534,Dorsal thalamus, ldb2a  gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,175,19.6396638655462,Mesangial cell, palld  pld1a  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,169,20.3369300382875,Pericyte, palld  pld1a  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,159,21.6159822419534,Thalamus, ldb2a  gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,172,19.9822161422709,Yolk, palld  aqp12  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,172,19.9822161422709,Barrier epithelial cell, palld  pld1a  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,175,19.6396638655462,Renal vesicle, mthfd1l  hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,181,18.9886252843679,Antibiotic transport, palld  pld1a  si:ch211-183d21.1,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,181,18.9886252843679,Cerebellar granule cell differentiation, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,185,18.5780604133545,Cerebellar neuron development, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,187,18.3793645800566,CoSA, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,167,20.5804860866502,Dopamine biosynthetic process from tyrosine, ldb2a  gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,170,20.2173010380623,Golgi organization, palld  dvl2  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,182,18.8842921784098,Hepatocyte cell migration, palld  dvl2  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,168,20.4579831932773,Hindbrain commissure, ndufaf2  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,179,19.2007886953664,Hyosymplectic cartilage, palld  myo18ab  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,181,18.9886252843679,Integrin biosynthetic process, palld  pld1a  si:ch211-183d21.1,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,186,18.4781783681214,Interkinetic nuclear migration, palld  myo18ab  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,188,18.2816020025031,Mauthner neuron, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,181,18.9886252843679,Mesonephric nephron, mthfd1l  hoxc1a  pdlim7,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,183,18.7810993249759,Muscle cell cellular homeostasis, palld  pld1a  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,182,18.8842921784098,Muscle cell differentiation, palld  myo18ab  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,180,19.0941176470588,Regulation of apoptotic process, palld  aqp12  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,177,19.4177467597208,Sarcomerogenesis, palld  hoxc8a  pdlim7,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,186,18.4781783681214,Spinal cord development, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,188,18.2816020025031,Terminal nerve, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,183,18.7810993249759,Thalamus development, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,3,185,18.5780604133545,Ventral spinal nerve, hoxc1a  hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.027526169472274,3,194,17.7161916312917,Voltage-gated cation channel activity , cacna1ba  cacng1b  grin3bb, http://amigo.geneontology.org/amigo/term/GO:0022843
,0.029553737983877,3,200,17.1847058823529,WP1337 MAPK Signaling Pathway, mapk14a  cacng1b  nfatc3a,http://www.wikipathways.org/instance/WP1337_r96395
,0.042754190102997,3,237,14.5018615040953,Embryonic organ development, calcr  dio2  pdlim7,https://amp.pharm.mssm.edu/FishEnrichr
,0.042754190102997,3,237,14.5018615040953,Voltage-gated ion channel activity , cacna1ba  cacng1b  grin3bb, http://amigo.geneontology.org/amigo/term/GO:0005244
,0.042918578096557,3,239,14.3805070145213,Voltage-gated channel activity , cacna1ba  cacng1b  grin3bb, http://amigo.geneontology.org/amigo/term/GO:0022832
,0.042918578096557,3,238,14.4409293129016,Actin filament binding , scin  myo18ab  myo16, http://amigo.geneontology.org/amigo/term/GO:0051015
,0.042918578096557,3,240,14.3205882352941,Heart development, mapk14a  dvl2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.044466976085051,3,244,14.0858244937319,MRNA transcription, srebf1  dio2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,3,320,10.7404411764706,Gastrulation, fzd8a  dvl2  pdlim7,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,3,504,6.81932773109244,Transport of small molecules, slc1a4  aqp12  slc30a6,https://reactome.org/download/current
,0.050437217230391,3,289,11.8925300223896,Neuronal System, cacna1ba  si:dkey-178k16.1  kcnk9,https://reactome.org/download/current
,0.050437217230391,3,472,7.28165503489531,Gated channel activity , cacna1ba  cacng1b  grin3bb, http://amigo.geneontology.org/amigo/term/GO:0022836
,0.050437217230391,3,503,6.83288504268507,Protein-containing complex binding , scin  myo18ab  myo16, http://amigo.geneontology.org/amigo/term/GO:0044877
,0.050437217230391,3,468,7.34389140271493,Metal ion transmembrane transporter activity , cacna1ba  cacng1b  kcnk9, http://amigo.geneontology.org/amigo/term/GO:0046873
,0.050437217230391,3,285,12.0594427244582,Eye development, wif1  dio2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,3,331,10.3835080860139,Neural tube development, ppm1e  dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.051259892496353,3,550,6.24898395721925,Actin cytoskeleton organization , myo18ab  si:dkey-178k16.1  myo16, http://amigo.geneontology.org/amigo/term/GO:0030036
,0.056148303029494,3,575,5.97728900255754,Inorganic cation transmembrane transport , cacna1ba  cacng1b  kcnk9, http://amigo.geneontology.org/amigo/term/GO:0098662
,0.063547029565924,3,609,5.64358157055926,Metal ion transport , cacna1ba  cacng1b  kcnk9, http://amigo.geneontology.org/amigo/term/GO:0030001
,0.065406963869648,3,618,5.56139348943461,Anatomical structure formation involved in morphogenesis , fzd8a  myo18ab  chn1, http://amigo.geneontology.org/amigo/term/GO:0048646
,0.07027789131817,3,641,5.36184270900248,Inorganic ion transmembrane transport , cacna1ba  cacng1b  kcnk9, http://amigo.geneontology.org/amigo/term/GO:0098660
,0.073597237703302,3,654,5.25526173772261,Cation transmembrane transport , cacna1ba  cacng1b  kcnk9, http://amigo.geneontology.org/amigo/term/GO:0098655
,0.006667836087922,2,10,229.129411764706,NADH dehydrogenase (ubiquinone) activity, calcr  ndufaf2,https://amp.pharm.mssm.edu/FishEnrichr
,0.00884250352817,2,12,190.941176470588,Asymmetric localization of PCP proteins, fzd8a  dvl2,https://reactome.org/download/current
,0.018342212555029,2,19,120.594427244582,Blood plasma, srebf1  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,2,37,61.9268680445151,PCP/CE pathway, fzd8a  dvl2,https://reactome.org/download/current
,0.025967565595614,2,29,79.0101419878296,Extension, dvl2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,2,37,61.9268680445151,Pkinase, mapk14a  stk10,https://amp.pharm.mssm.edu/FishEnrichr
,0.025967565595614,2,38,60.297213622291,Optokinetic behavior, dio2  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.029519873550198,2,45,50.9176470588235,Somite 10, calcr  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.031392438045636,2,47,48.7509386733417,Voltage-gated calcium channel complex , cacna1ba  cacng1b, http://amigo.geneontology.org/amigo/term/GO:0005891
,0.035221234851147,2,50,45.8258823529412,WP1349 Wnt Signaling Pathway, prkcha  dvl2,http://www.wikipathways.org/instance/WP1349_r82353
,0.039229848834488,2,53,43.2319644839068,Glucose homeostasis, slc1a4  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.040059269029425,2,54,42.4313725490196,Central nervous system, dio2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.040059269029425,2,54,42.4313725490196,Fatty acid metabolic process, srebf1  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.040888277773033,2,55,41.6598930481283,Calcium channel complex , cacna1ba  cacng1b, http://amigo.geneontology.org/amigo/term/GO:0034704
,0.040888277773033,2,55,41.6598930481283,Voltage-gated calcium channel activity , cacna1ba  cacng1b, http://amigo.geneontology.org/amigo/term/GO:0005245
,0.041574024294131,2,56,40.9159663865546,Homeobox domain metazoa, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.041574024294131,2,56,40.9159663865546,Protein kinase domain, mapk14a  stk10,https://amp.pharm.mssm.edu/FishEnrichr
,0.042220193485932,2,57,40.1981424148607,Myoblast, myo18ab  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.042918578096557,2,59,38.8354935194417,Action potential, wif1  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.042918578096557,2,59,38.8354935194417,Nervous system, dio2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Rhombomere, dvl2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,107,21.4139637163277,Rhombomere 1, dvl2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,95,24.1188854489164,Somite 14, mapk14a  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,145,15.8020283975659,Trunk mesenchyme, mapk14a  wif1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,126,18.1848739495798,Water homeostasis, dio2  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,73,31.3875906526994,Water transport, srebf1  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,73,31.3875906526994,"Wnt signaling pathway, planar cell polarity pathway", fzd8a  dvl2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Actin binding, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Adherens junction assembly, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Adherens junction maintenance, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Adherens junction organization, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,116,19.7525354969574,Amyloid precursor protein metabolic process, vmp1  fbxo16,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,178,12.8724388631857,Anatomical system, gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,179,12.8005257969109,Anterior neural tube, dvl2  hoxc1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Aorta development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,162,14.1437908496732,Atrial cardiac muscle cell development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,165,13.8866310160428,Atrial cardiac muscle cell differentiation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,164,13.9713055954089,Atrial cardiac muscle tissue morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,170,13.4782006920415,Atrial myocardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,167,13.7203240577668,Atrioventricular canal, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,170,13.4782006920415,Atrioventricular canal development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,171,13.3993808049536,Atrioventricular canal endocardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,166,13.8029766123317,Atrioventricular canal morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Atrioventricular valve morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,179,12.8005257969109,Axial mesoderm formation, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Axon guidance, ldb2a  hoxc1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Basement membrane organization, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,159,14.4106548279689,Bone mineralization, fzd8a  dvl2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,185,12.385373608903,CaP motoneuron, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Cardiac atrium development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,166,13.8029766123317,Cardiac atrium morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,165,13.8866310160428,Cardiac chamber formation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,163,14.0570191266691,Cardiac chamber morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,164,13.9713055954089,Cardiac conduction system development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,166,13.8029766123317,Cardiac jelly, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,168,13.6386554621849,Cardiac muscle, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,162,14.1437908496732,Cardiac muscle adaptation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,170,13.4782006920415,Cardiac muscle cell, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,171,13.3993808049536,Cardiac muscle cell apoptotic process, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
